n,b,qasm
3,"[0j, (0.7071067811865475+0.7071067811865475j), 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_minus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(-p1) _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sx _gate_q_0;
  rz(pi/2) _gate_q_0;
  s _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  ry(p0/2) _gate_q_0;
  ry(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  sdg _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sxdg _gate_q_0;
  rz(pi/2) _gate_q_0;
  rz(p1) _gate_q_1;
}
qubit[3] q;
csx q[1], q[2];
x q[0];
xx_minus_yy(4.4820498182675435, 4.433759907118023) q[1], q[0];
ch q[2], q[1];
t q[0];
"
3,"[(-0.009566919361960607+0.16784496436243673j), (-0.1043260981779408-0.11693782039896446j), (-0.19271443054082443+0.04192236017580464j), (0.09939185398270926-0.15465657832952354j), (-0.44303244736819597-0.02525220649188653j), (0.30866132301345406-0.27537225662810333j), (-0.11065548435538469-0.5086762425669601j), (0.4082212573918245+0.2623481525685658j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
qubit[3] q;
sxdg q[1];
h q[0];
x q[2];
u2(1.0313416372826845, 4.399069116513584) q[1];
u1(0.6066175537143884) q[2];
ry(3.2117930451227874) q[0];
rx(0.7242918418362254) q[2];
tdg q[0];
sx q[1];
"
3,"[(0.38657738782963225+0.5496522359423441j), 0j, (-0.5936719584245658-0.31482258978342226j), 0j, (-0.0042037105738822675+0.220051520239717j), 0j, (-0.09596191262726902-0.19806982119271963j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
rz(3.959386192495647) q[0];
u3(5.650155198676088, 5.8741779339385705, 5.655529835576718) q[2];
u1(4.079838029908757) q[1];
u2(3.4567308640461887, 2.5491381943260634) q[1];
p(5.024813170215615) q[0];
p(5.753443114049108) q[2];
sdg q[2];
rz(0.4080980252420802) q[0];
tdg q[1];
"
3,"[(0.17978959392150387-0.6119599896806733j), (-0.002755952525918759+0.33042145719879845j), 0j, 0j, (-0.18964112476966927+0.5878932095925617j), (0.011079149038544546-0.31982777969322984j), 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
cp(3.995167978537663) q[0], q[1];
u2(3.1001707554739486, 5.390842774829945) q[2];
s q[1];
u3(5.725889223585276, 6.145645172904612, 6.107511674620906) q[0];
sx q[2];
rx(0.6872188719786957) q[2];
t q[1];
r(0.41792418860808184, 4.188561675171394) q[0];
"
3,"[0j, (-0.6530280966291881-0.1760586471375976j), 0j, (-0.1760586471375976+0.6530280966291881j), 0j, (0.19918312665543225+0.05370046402690222j), 0j, (0.05370046402690222-0.19918312665543225j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
y q[0];
rz(4.1857045414687315) q[2];
id q[2];
cu1(4.369475379242146) q[1], q[0];
ry(5.691083299116931) q[2];
csx q[0], q[1];
"
3,"[(0.2697503640755424-0.6434872315910285j), (0.06844055594824118+0.02869033599769097j), 0j, 0j, (0.273910526158305-0.653411263355661j), (0.06949606446165815+0.029132806013879298j), 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_plus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(p1) _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sx _gate_q_1;
  rz(pi/2) _gate_q_1;
  s _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  ry(-p0/2) _gate_q_1;
  ry(-p0/2) _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  sdg _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sxdg _gate_q_1;
  rz(pi/2) _gate_q_1;
  rz(-p1) _gate_q_0;
}
qubit[3] q;
xx_plus_yy(4.361171782947893, 5.192741589502884) q[1], q[0];
rz(2.34769577489061) q[2];
t q[1];
z q[2];
y q[0];
ry(1.586100281744951) q[2];
rx(2.9296716735641195) q[0];
tdg q[1];
"
3,"[0j, 0j, (0.21420019487394532+0.6322598338643234j), -0.23316470358487368j, 0j, 0j, (-0.21420019487394532-0.6322598338643234j), 0.23316470358487368j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
x q[2];
tdg q[1];
s q[0];
y q[1];
r(3.813658899205326, 1.2441472562901508) q[0];
h q[2];
cx q[1], q[0];
"
3,"[(-0.12165588512315313-0.3561015734329586j), (-0.2019100268814476+0.0689790353878529j), 0j, 0j, (0.7166128498244324-0.31871444549675376j), (-0.1807114796977171-0.40632036072393873j), 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
cu1(3.4850161364869643) q[1], q[0];
sx q[2];
sxdg q[0];
u1(3.822611265055634) q[2];
ry(4.60169527006053) q[2];
rzx(2.6024007429788725) q[1], q[0];
"
3,"[0j, 0j, 0j, 0j, (0.7071067811865476+0j), -0.7071067811865476j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cs _gate_q_0, _gate_q_1 {
  p(pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
}
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate ecr _gate_q_0, _gate_q_1 {
  rzx(pi/4) _gate_q_0, _gate_q_1;
  x _gate_q_0;
  rzx(-pi/4) _gate_q_0, _gate_q_1;
}
qubit[3] q;
cs q[2], q[0];
tdg q[1];
ecr q[2], q[0];
cy q[1], q[2];
"
3,"[(0.05611687516814419-0.05611687516814419j), (-0.11340680066963651-0.17083009552987602j), (-0.1572535908035049+0.1724268885240981j), (0.21237412781020784+0.21237412781020784j), (-0.053154812572051895-0.15332413374477036j), (-0.4154962319617014+0.056170109111036176j), (0.176867802750116+0.4431950278769619j), (0.5802546752422476-0.20116421174700122j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rxx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_0;
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
  h _gate_q_0;
}
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_plus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(p1) _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sx _gate_q_1;
  rz(pi/2) _gate_q_1;
  s _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  ry(-p0/2) _gate_q_1;
  ry(-p0/2) _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  sdg _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sxdg _gate_q_1;
  rz(pi/2) _gate_q_1;
  rz(-p1) _gate_q_0;
}
qubit[3] q;
rxx(2.6249293305486914) q[0], q[1];
r(2.231895740147012, 4.184324518478846) q[2];
z q[1];
sxdg q[0];
tdg q[2];
xx_plus_yy(1.9522451784598562, 3.3055382169768173) q[1], q[0];
p(3.3359406962155758) q[2];
"
3,"[0j, (0.5+0.5j), 0j, (-0.5+0.5j), 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate csdg _gate_q_0, _gate_q_1 {
  p(-pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
}
gate cs _gate_q_0, _gate_q_1 {
  p(pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
qubit[3] q;
y q[0];
csdg q[1], q[2];
cs q[2], q[1];
sxdg q[1];
crx(5.3369582847331065) q[2], q[0];
"
3,"[(-0.07587039192082685+0j), 0j, 0j, 0j, (0.637473646505423+0j), 0j, (-0.7667014775161498+0.0063149042282440015j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_minus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(-p1) _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sx _gate_q_0;
  rz(pi/2) _gate_q_0;
  s _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  ry(p0/2) _gate_q_0;
  ry(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  sdg _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sxdg _gate_q_0;
  rz(pi/2) _gate_q_0;
  rz(p1) _gate_q_1;
}
qubit[3] q;
ry(4.900755643488245) q[2];
crz(6.064469251550231) q[0], q[1];
cry(1.2300312350389437) q[0], q[1];
xx_minus_yy(2.9443277780873776, 1.5625600554170305) q[2], q[1];
"
3,"[0j, (-0.5912179575272618-0.38789344760809347j), 0j, 0j, 0j, (-0.4986763035732801+0.03635855132551058j), 0j, (0.03635855132551058+0.4986763035732801j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzz(p0) _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
}
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
h q[2];
rzz(0.2775335078098015) q[0], q[1];
rzz(4.8443598063390665) q[1], q[2];
csx q[2], q[1];
x q[0];
"
3,"[0j, 0j, 0j, 0j, (-0.499366873246465+0.025153888172534722j), (0.0013216862738198998+0.8660243997482091j), 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
tdg q[0];
y q[2];
sdg q[1];
t q[1];
u2(3.754651112850308, 1.8959982845435657) q[0];
z q[2];
r(2.1345112572088807, 4.38759733088082) q[0];
sdg q[1];
"
3,"[(0.7071067811865475+0j), 0j, (0.6666852562618888+0.23564967448103896j), 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cs _gate_q_0, _gate_q_1 {
  p(pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
}
qubit[3] q;
cs q[2], q[1];
u1(1.2085751316538766) q[0];
u2(0.33975803168217694, 6.048510824988384) q[1];
swap q[2], q[0];
sdg q[2];
cs q[1], q[0];
"
3,"[(0.9214089547712313+0j), (0.3885943103898809+0j), 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate csdg _gate_q_0, _gate_q_1 {
  p(-pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
}
qubit[3] q;
ry(0.7982110278338593) q[0];
cu(4.13284916711739, 4.423311653226767, 2.3482360986501924, 1.1965361565591073) q[1], q[2];
crz(5.317258106159367) q[1], q[2];
csdg q[1], q[0];
"
3,"[(0.5978054433228973-0.1497535383707964j), 0j, (-0.19136734230030303-0.763924780315352j), 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cs _gate_q_0, _gate_q_1 {
  p(pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
}
qubit[3] q;
cs q[0], q[2];
u2(5.79227660602381, 1.2756581880988118) q[1];
rz(2.304488155027085) q[1];
crx(3.761622587713476) q[0], q[2];
t q[0];
u1(4.027547446387307) q[2];
h q[1];
"
3,"[(0.05948675384196317+0.03757155291518562j), (-0.3712728887265732-0.18205994366759307j), (-0.0028169499764792187+0.08006730993969588j), (0.444689680992262-0.027836410103319914j), (-0.04790165138358336+0.0758423201434148j), (0.23211635601452707-0.4733523930752432j), (-0.10208139058320534-0.0035914553769685253j), (0.035489882878936105+0.5669547415528482j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rxx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_0;
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
  h _gate_q_0;
}
gate csdg _gate_q_0, _gate_q_1 {
  p(-pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
}
gate dcx _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
}
qubit[3] q;
rxx(2.794312073064437) q[2], q[0];
u2(5.2356690240070725, 1.6867833232771603) q[1];
rx(4.471840168733022) q[0];
csdg q[1], q[2];
dcx q[0], q[2];
rx(2.991921471860913) q[1];
"
3,"[0j, (0.7071067811865476+0j), 0j, 0j, 0j, 0j, 0j, (0.6590618985604764+0.2561979973884661j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate ecr _gate_q_0, _gate_q_1 {
  rzx(pi/4) _gate_q_0, _gate_q_1;
  x _gate_q_0;
  rzx(-pi/4) _gate_q_0, _gate_q_1;
}
gate dcx _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
}
qubit[3] q;
ecr q[0], q[2];
id q[1];
dcx q[1], q[2];
crz(3.883101466063294) q[1], q[0];
"
3,"[0j, 0j, 0j, 0j, (0.5837183809688574+0j), -0.8119561883002654j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate ecr _gate_q_0, _gate_q_1 {
  rzx(pi/4) _gate_q_0, _gate_q_1;
  x _gate_q_0;
  rzx(-pi/4) _gate_q_0, _gate_q_1;
}
qubit[3] q;
cz q[2], q[1];
rx(0.3241948731876192) q[0];
cy q[2], q[0];
ecr q[2], q[0];
"
3,"[0j, (-0.4259081126424581+0.46337012935368327j), 0j, (0.6204759983274148-0.1054472981707337j), 0j, (-0.041036873243117764-0.3196973222323237j), 0j, (-0.16336024533955895+0.27785577742902706j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
h q[2];
sdg q[0];
x q[0];
u2(3.0153565851445294, 6.095172286100226) q[1];
rx(6.0701211634038446) q[2];
r(2.458578367591557, 4.325303436157812) q[2];
t q[1];
u1(5.062674828284276) q[0];
"
3,"[(-0.42378330624837107-0.013614285995010132j), (0.013708118177330164-0.4267040993381193j), (0.09448777433729232+0.18771788559183916j), (-0.1890116720505664+0.09513900159018537j), (-0.39679337814669724+0.24781226574137308j), (-0.2495202338058538-0.39952815164971384j), (0.2019033399341651+0.11402340298328208j), (-0.11480927340949461+0.20329489517332117j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
t q[2];
u1(3.232308162057785) q[1];
z q[0];
id q[1];
r(1.5776729703860624, 0.9836236938147488) q[2];
rx(5.743982524784705) q[0];
u3(5.362860705025765, 1.0723578713517938, 1.4345889471284201) q[1];
rx(5.244723273986183) q[0];
ry(0.1097654625551868) q[2];
"
3,"[(-0.6767778738801997+0j), 0j, (0.20486998175964294+0j), 0j, (-0.6767778738801997+0j), 0j, (-0.13515094964938326+0.1539673024868147j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cs _gate_q_0, _gate_q_1 {
  p(pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
}
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
qubit[3] q;
swap q[0], q[2];
ry(5.695296050089768) q[1];
h q[2];
cs q[1], q[0];
cu1(2.2912042879917425) q[2], q[1];
u1(0.2632232540593992) q[0];
"
3,"[(0.08702891809618205+0.5427753296986444j), (-0.43499992389534337+0.09271448159042557j), 0j, 0j, (0.08702891809618205+0.5427753296986444j), (-0.43499992389534337+0.09271448159042557j), 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
z q[1];
rx(4.4961171973479175) q[0];
p(1.8240913066136981) q[2];
y q[0];
z q[1];
rz(3.270686931202531) q[2];
h q[2];
sdg q[1];
ry(0.234504190021934) q[0];
"
3,"[(0.7130261075543776+0j), 0j, 0j, 0j, 0.7011374829131968j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
rzx(6.146865827623178) q[1], q[2];
s q[0];
rzx(4.8655217121818275) q[0], q[2];
cry(1.1681199252486385) q[0], q[2];
"
3,"[(-9.209290674645965e-05+8.619513502321109e-05j), (0.0023775494573838704-0.0022252875247793526j), 0j, 0j, (0.026448850832072983+0.028258573440057923j), (-0.6828262150237698-0.7295475658491453j), 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
x q[2];
id q[1];
id q[0];
rx(3.0641626000445386) q[0];
ch q[1], q[2];
rx(6.276667456523435) q[2];
sdg q[0];
rz(4.6462530602198) q[1];
"
3,"[0j, 0j, 0j, 0j, (0.6557129255179339-0.6860214002588882j), 0j, (0.3095669470542329+0.05986236703529629j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate ecr _gate_q_0, _gate_q_1 {
  rzx(pi/4) _gate_q_0, _gate_q_1;
  x _gate_q_0;
  rzx(-pi/4) _gate_q_0, _gate_q_1;
}
qubit[3] q;
tdg q[0];
r(0.9841790283964659, 2.2155024659779627) q[1];
p(1.4551380674695344) q[2];
tdg q[2];
s q[0];
u2(0.31111354134611524, 0.2772449421718731) q[1];
s q[0];
ecr q[2], q[1];
"
3,"[0j, 0j, -0.047703252010437514j, 0j, 0j, 0j, (-0.9988615518417098+0j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate csdg _gate_q_0, _gate_q_1 {
  p(-pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
}
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
crz(5.685941269773803) q[2], q[0];
t q[1];
csdg q[2], q[0];
y q[1];
rzx(3.2370353792253743) q[1], q[2];
"
3,"[(-0.20069216907612752-0.18186320244125986j), (0.07880732933166154-0.08131756697195541j), (-0.03433074296343397+0.03327096797980973j), (0.43077055337844+0.47536981407531403j), (-0.18186320244125986+0.20069216907612752j), (-0.08131756697195541-0.07880732933166154j), (0.03327096797980973+0.03433074296343397j), (0.47536981407531403-0.43077055337844j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate rxx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_0;
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
  h _gate_q_0;
}
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
cu(1.6171376502831547, 1.7550993531475494, 3.773509591405442, 4.5580914830518005) q[0], q[2];
sxdg q[1];
u1(3.4585488758276806) q[2];
rxx(2.3426314030421906) q[0], q[1];
r(1.9198590533934303, 0.016536890078454058) q[1];
rz(4.791294642360096) q[0];
sx q[2];
"
3,"[(0.35355339059327373-0.35355339059327373j), 0j, (-0.35355339059327373+0.35355339059327373j), 0j, (-0.35355339059327373-0.35355339059327373j), 0j, (0.35355339059327373+0.35355339059327373j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
qubit[3] q;
u1(1.4818282998552486) q[2];
u1(6.200479641772123) q[1];
t q[0];
sxdg q[1];
h q[2];
s q[1];
sdg q[2];
"
3,"[(0.3248323554523173+0.3232132134256453j), (-0.1680946376329821-0.16725676207138424j), (-0.191174067207035+0.3467112357354309j), (0.09892898602185923-0.1794165468925578j), (-0.0483223963782097-0.4891928672614943j), (0.025005931744212784+0.2531481127871549j), (0.3948289839321339-0.15653265900319674j), (-0.20431657704988965+0.08100270847782572j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
sx q[2];
u2(2.5258654608586846, 4.023543166640681) q[0];
r(4.858038297458821, 0.9176994515485921) q[1];
U(2.9576830547991633, 5.789267145711492, 0.3934276245644648) q[2];
sx q[0];
u1(1.9449054176883454) q[1];
id q[0];
id q[2];
z q[1];
"
3,"[(-0.19154265323267872-0.0014938677659301937j), (-0.29998282865265724+0.031249972246227983j), (0.13212620486221427+0.36407109604863985j), (0.27058846807772946+0.5465201187901648j), (-0.003665270781225803+0.14064495418085005j), (0.018927165178666962+0.22072021769357683j), (0.26913787191848-0.09214929923889428j), (0.40498118357953083-0.19138685921475193j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
id q[1];
t q[2];
rx(4.851689362601726) q[1];
u3(1.2670165262897422, 0.01825557185423408, 3.1471360032484825) q[2];
sx q[0];
u2(4.600791852028864, 2.702447465406356) q[0];
sdg q[2];
r(3.662274082423497, 6.124923510256973) q[1];
"
3,"[(0.2245221548270387+0j), -0.09300012158259129j, (0.6919086997280186+0.4465484786960753j), (0.18496643613298747-0.28659796735127874j), (0.038521911661856104+0j), 0.09300012158259129j, (0.11871276502546119+0.07661560643010035j), (-0.18496643613298747+0.28659796735127874j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
qubit[3] q;
h q[2];
cu3(5.990544763622543, 5.3563427686205225, 0.16897796180305766) q[1], q[0];
u3(2.609240589477959, 2.143921417110904, 5.12498463468703) q[1];
ch q[2], q[0];
sdg q[0];
h q[2];
sdg q[1];
"
3,"[0j, (-0.34560426698430513-0.7120669297513911j), 0j, (0.0928783152745074-0.014482531801976672j), 0j, (0.2681800201606938+0.5363670913982427j), 0j, (-0.07023401299320409+0.011800698772190896j)]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
U(2.447154045523267, 3.682841166357616, 6.024492791181477) q[2];
x q[0];
sdg q[1];
U(1.5938331794072687, 0.645044732967226, 4.577583367092465) q[2];
u3(2.9834553333767455, 4.261775572677033, 2.1515854410010147) q[1];
rx(3.0577578274527593) q[1];
rz(4.915454938007989) q[0];
"
